system,Benchmark,model,method,sample,pass_rate,problem
R22_IPOApplication,TLBench,gpt-5.4-mini,VL,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL-Fix,sample2,1,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL-Fix,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL-Fix,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL-Fix,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL-Fix,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL-Fix,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL-Fix,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL-Fix,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL-Fix,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL-Fix,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL-Fix,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.9231,R22_IPOApplication
OLRS,TLBench,deepseek-v4-flash,OpenCode,sample1,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,OpenCode,sample2,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,OpenCode,sample3,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,OpenCode,sample4,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,OpenCode,sample5,0.84,OLRS
OLRS,TLBench,MiniMax-M3,OpenCode,sample1,0.84,OLRS
OLRS,TLBench,MiniMax-M3,OpenCode,sample2,0.84,OLRS
OLRS,TLBench,MiniMax-M3,OpenCode,sample3,0.84,OLRS
OLRS,TLBench,MiniMax-M3,OpenCode,sample4,0.84,OLRS
OLRS,TLBench,MiniMax-M3,OpenCode,sample5,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,OpenCode,sample1,0.32,OLRS
OLRS,TLBench,qwen3.6-flash,OpenCode,sample2,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,OpenCode,sample3,0,OLRS
OLRS,TLBench,qwen3.6-flash,OpenCode,sample4,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,OpenCode,sample5,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,OpenCode,sample1,0.52,OLRS
OLRS,TLBench,gpt-5.4-mini,OpenCode,sample2,0.52,OLRS
OLRS,TLBench,gpt-5.4-mini,OpenCode,sample3,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,OpenCode,sample4,0.44,OLRS
OLRS,TLBench,gpt-5.4-mini,OpenCode,sample5,0.52,OLRS
OPMS,TLBench,deepseek-v4-flash,OpenCode,sample1,1,OPMS
OPMS,TLBench,deepseek-v4-flash,OpenCode,sample2,1,OPMS
OPMS,TLBench,deepseek-v4-flash,OpenCode,sample3,1,OPMS
OPMS,TLBench,deepseek-v4-flash,OpenCode,sample4,0.88,OPMS
OPMS,TLBench,deepseek-v4-flash,OpenCode,sample5,0.88,OPMS
OPMS,TLBench,MiniMax-M3,OpenCode,sample1,0.96,OPMS
OPMS,TLBench,MiniMax-M3,OpenCode,sample2,0.96,OPMS
OPMS,TLBench,MiniMax-M3,OpenCode,sample3,0.88,OPMS
OPMS,TLBench,MiniMax-M3,OpenCode,sample4,0.88,OPMS
OPMS,TLBench,MiniMax-M3,OpenCode,sample5,0.4,OPMS
OPMS,TLBench,qwen3.6-flash,OpenCode,sample1,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,OpenCode,sample2,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,OpenCode,sample3,0.76,OPMS
OPMS,TLBench,qwen3.6-flash,OpenCode,sample4,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,OpenCode,sample5,0.84,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,OpenCode,sample1,1,OPMS
OPMS,TLBench,gpt-5.4-mini,OpenCode,sample2,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,OpenCode,sample3,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,OpenCode,sample4,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,OpenCode,sample5,0.88,OPMS
OPRS,TLBench,deepseek-v4-flash,OpenCode,sample1,0.8788,OPRS
OPRS,TLBench,deepseek-v4-flash,OpenCode,sample2,0,OPRS
OPRS,TLBench,deepseek-v4-flash,OpenCode,sample3,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,OpenCode,sample4,0.8788,OPRS
OPRS,TLBench,deepseek-v4-flash,OpenCode,sample5,0,OPRS
OPRS,TLBench,MiniMax-M3,OpenCode,sample1,0.8788,OPRS
OPRS,TLBench,MiniMax-M3,OpenCode,sample2,0.8485,OPRS
OPRS,TLBench,MiniMax-M3,OpenCode,sample3,0.8485,OPRS
OPRS,TLBench,MiniMax-M3,OpenCode,sample4,0.8788,OPRS
OPRS,TLBench,MiniMax-M3,OpenCode,sample5,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,OpenCode,sample1,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,OpenCode,sample2,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,OpenCode,sample3,0,OPRS
OPRS,TLBench,qwen3.6-flash,OpenCode,sample4,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,OpenCode,sample5,0,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,OpenCode,sample1,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,OpenCode,sample2,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,OpenCode,sample3,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,OpenCode,sample4,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,OpenCode,sample5,0.8788,OPRS
ORS,TLBench,deepseek-v4-flash,OpenCode,sample1,0.7714,ORS
ORS,TLBench,deepseek-v4-flash,OpenCode,sample2,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,OpenCode,sample3,0.7429,ORS
ORS,TLBench,deepseek-v4-flash,OpenCode,sample4,0.7714,ORS
ORS,TLBench,deepseek-v4-flash,OpenCode,sample5,0.7429,ORS
ORS,TLBench,MiniMax-M3,OpenCode,sample1,0.8286,ORS
ORS,TLBench,MiniMax-M3,OpenCode,sample2,0.8286,ORS
ORS,TLBench,MiniMax-M3,OpenCode,sample3,0.7143,ORS
ORS,TLBench,MiniMax-M3,OpenCode,sample4,0.8286,ORS
ORS,TLBench,MiniMax-M3,OpenCode,sample5,0.8286,ORS
ORS,TLBench,qwen3.6-flash,OpenCode,sample1,0.6571,ORS
ORS,TLBench,qwen3.6-flash,OpenCode,sample2,0.8286,ORS
ORS,TLBench,qwen3.6-flash,OpenCode,sample3,0.8286,ORS
ORS,TLBench,qwen3.6-flash,OpenCode,sample4,0,ORS
ORS,TLBench,qwen3.6-flash,OpenCode,sample5,0.8286,ORS
ORS,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.7143,ORS
ORS,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.6571,ORS
ORS,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.6571,ORS
ORS,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.7143,ORS
ORS,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.7429,ORS
ORS,TLBench,gpt-5.4-mini,OpenCode,sample1,0.8286,ORS
ORS,TLBench,gpt-5.4-mini,OpenCode,sample2,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,OpenCode,sample3,0.7429,ORS
ORS,TLBench,gpt-5.4-mini,OpenCode,sample4,0.7143,ORS
ORS,TLBench,gpt-5.4-mini,OpenCode,sample5,0.8857,ORS
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,MiniMax-M3,OpenCode,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,MiniMax-M3,OpenCode,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,MiniMax-M3,OpenCode,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,MiniMax-M3,OpenCode,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,MiniMax-M3,OpenCode,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample3,0.48,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample5,0.6,R2_EmployeeManagementSystem
R123_School,TLBench,deepseek-v4-flash,OpenCode,sample1,0.5517,R123_School
R123_School,TLBench,deepseek-v4-flash,OpenCode,sample2,0.7931,R123_School
R123_School,TLBench,deepseek-v4-flash,OpenCode,sample3,0.7931,R123_School
R123_School,TLBench,deepseek-v4-flash,OpenCode,sample4,0.7931,R123_School
R123_School,TLBench,deepseek-v4-flash,OpenCode,sample5,0.7931,R123_School
R123_School,TLBench,MiniMax-M3,OpenCode,sample1,0.7931,R123_School
R123_School,TLBench,MiniMax-M3,OpenCode,sample2,0.7241,R123_School
R123_School,TLBench,MiniMax-M3,OpenCode,sample3,0.7931,R123_School
R123_School,TLBench,MiniMax-M3,OpenCode,sample4,0.8966,R123_School
R123_School,TLBench,MiniMax-M3,OpenCode,sample5,0.9655,R123_School
R123_School,TLBench,qwen3.6-flash,OpenCode,sample1,0.8966,R123_School
R123_School,TLBench,qwen3.6-flash,OpenCode,sample2,0.8966,R123_School
R123_School,TLBench,qwen3.6-flash,OpenCode,sample3,0.931,R123_School
R123_School,TLBench,qwen3.6-flash,OpenCode,sample4,0.931,R123_School
R123_School,TLBench,qwen3.6-flash,OpenCode,sample5,0.8966,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.7931,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.9655,R123_School
R123_School,TLBench,gpt-5.4-mini,OpenCode,sample1,0.931,R123_School
R123_School,TLBench,gpt-5.4-mini,OpenCode,sample2,0.7931,R123_School
R123_School,TLBench,gpt-5.4-mini,OpenCode,sample3,0.9655,R123_School
R123_School,TLBench,gpt-5.4-mini,OpenCode,sample4,0.931,R123_School
R123_School,TLBench,gpt-5.4-mini,OpenCode,sample5,0.8966,R123_School
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample2,0.7308,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,OpenCode,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,MiniMax-M3,OpenCode,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,MiniMax-M3,OpenCode,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,MiniMax-M3,OpenCode,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,MiniMax-M3,OpenCode,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,MiniMax-M3,OpenCode,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample2,0,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,OpenCode,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,OpenCode,sample5,1,R12_RentedCarGalleryManagementSystem
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,OpenCode,sample1,0.96,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,OpenCode,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,OpenCode,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,OpenCode,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,OpenCode,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,MiniMax-M3,OpenCode,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,MiniMax-M3,OpenCode,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,MiniMax-M3,OpenCode,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,MiniMax-M3,OpenCode,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,MiniMax-M3,OpenCode,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,OpenCode,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,OpenCode,sample2,0.72,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,OpenCode,sample3,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,OpenCode,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,OpenCode,sample5,0.72,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.96,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.72,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.48,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.96,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,OpenCode,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,OpenCode,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,OpenCode,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,OpenCode,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,OpenCode,sample5,1,R132_MunicipalLibrary
R144_AirlineFlights,TLBench,deepseek-v4-flash,OpenCode,sample1,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,OpenCode,sample2,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,OpenCode,sample3,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,OpenCode,sample4,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,OpenCode,sample5,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,MiniMax-M3,OpenCode,sample1,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,MiniMax-M3,OpenCode,sample2,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,MiniMax-M3,OpenCode,sample3,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,MiniMax-M3,OpenCode,sample4,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,MiniMax-M3,OpenCode,sample5,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,OpenCode,sample1,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,OpenCode,sample2,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,OpenCode,sample3,0.7,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,OpenCode,sample4,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,OpenCode,sample5,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.9333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.9,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.8667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,OpenCode,sample1,0.6667,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,OpenCode,sample2,0.8333,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,OpenCode,sample3,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,OpenCode,sample4,0.8,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,OpenCode,sample5,0.8,R144_AirlineFlights
R22_IPOApplication,TLBench,deepseek-v4-flash,OpenCode,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,OpenCode,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,OpenCode,sample3,0.8462,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,OpenCode,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,OpenCode,sample5,0.8462,R22_IPOApplication
R22_IPOApplication,TLBench,MiniMax-M3,OpenCode,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,MiniMax-M3,OpenCode,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,MiniMax-M3,OpenCode,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,MiniMax-M3,OpenCode,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,MiniMax-M3,OpenCode,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,OpenCode,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,OpenCode,sample2,0.1154,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,OpenCode,sample3,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,OpenCode,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,OpenCode,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,OpenCode,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,OpenCode,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,OpenCode,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,OpenCode,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,OpenCode,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,OpenCode,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,OpenCode,sample2,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,OpenCode,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,OpenCode,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,OpenCode,sample5,0.9231,R22_IPOApplication
OLRS,TLBench,minimax-m3,SWE-Agent-Mini,sample1,0.84,OLRS
OLRS,TLBench,minimax-m3,SWE-Agent-Mini,sample2,0.84,OLRS
OLRS,TLBench,minimax-m3,SWE-Agent-Mini,sample3,0.84,OLRS
OLRS,TLBench,minimax-m3,SWE-Agent-Mini,sample4,0.84,OLRS
OLRS,TLBench,minimax-m3,SWE-Agent-Mini,sample5,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample1,0,OLRS
OLRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample2,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample3,0.52,OLRS
OLRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample4,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,SWE-Agent-Mini,sample5,0.52,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample1,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,SWE-Agent-Mini,sample2,0.84,OLRS
